title,steam_url,tags,description
Unknown,https://store.steampowered.com/app/868520/killer7/?snr=1_7_7_240_150_7,,No description
Alan Wake,https://store.steampowered.com/app/108710/Alan_Wake/?snr=1_7_7_240_150_7,"Action, Horror, Third Person, Story Rich, Adventure, Thriller, Atmospheric, Singleplayer, Psychological Horror, Great Soundtrack, Mystery, Episodic, Third-Person Shooter, Supernatural, Dark, Cinematic, Narration, Survival Horror, Shooter, Survival","A Dark Presence stalks the small town of Bright Falls, pushing Alan Wake to the brink of sanity in his fight to unravel the mystery and save his love."
The Drifter,https://store.steampowered.com/app/1170570/The_Drifter/?snr=1_7_7_240_150_7,"Point & Click, Pixel Graphics, Story Rich, Investigation, Thriller, Mystery, Sci-fi, Horror, Modern, Noir, 1990's, Supernatural, 2D, Adventure, Time Manipulation, Controller, Atmospheric, Singleplayer, Dark, Conspiracy","A Pulp Adventure Thriller - A murdered drifter awakens. Alive again, seconds before his death. Hunted and haunted, help him untangle a mad web of conspiracy in this fast-paced point 'n click thrill-ride."
Hello Kitty Island Adventure - Wheatflour Wonderland,https://store.steampowered.com/app/3890520/Hello_Kitty_Island_Adventure__Wheatflour_Wonderland/?snr=1_7_7_240_150_7,"Cozy, Adventure, Open World, Simulation, Casual, Life Sim, Exploration, Cute, Colorful, Cooking, Family Friendly, Relaxing, Crafting, Immersive Sim, Story Rich, Action, Puzzle, Horror, 3D, Isometric",No description
The Floor Above,https://store.steampowered.com/app/3951680/The_Floor_Above/?snr=1_7_7_240_150_7,"Psychological Horror, Horror, Exploration, Story Rich, Lore-Rich, Minimalist, Immersive Sim, Dark, Surreal, Mystery, Thriller, Choices Matter, Simulation, Linear, Dynamic Narration, Psychedelic, Singleplayer, Multiple Endings, Cats, Casual","A claustrophobic anomaly-horror game where you can only turn, blink, and decide: is it real or not? Survive five endings and uncover Mike’s story."
Unknown,https://store.steampowered.com/app/49540/Aliens_Colonial_Marines_Collection/?snr=1_7_7_240_150_7,Gore,No description
PICO PARK 2,https://store.steampowered.com/app/2644470/PICO_PARK_2/?snr=1_7_7_240_150_7,"Casual, Multiplayer, Online Co-Op, Co-op, Action, Platformer, Cute, Local Multiplayer, Side Scroller, Pixel Graphics, Local Co-Op, Funny, Family Friendly, Retro, 2D, Puzzle Platformer, Puzzle, 4 Player Local, Horror",PICO PARK is back with all new levels! Play with 2-8 players locally or online in this co-op action-puzzle game!
PICO PARK,https://store.steampowered.com/app/1509960/PICO_PARK/?snr=1_7_7_240_150_7,"Multiplayer, Online Co-Op, Co-op, Puzzle Platformer, Local Co-Op, Casual, Cute, Local Multiplayer, Platformer, 2D, Action, Pixel Graphics, Funny, Puzzle, Party Game, Indie, Difficult, Retro, Horror, Souls-like",PICO PARK is a cooperative local/online multiplay action puzzle game for 2-8 players.
Fears to Fathom - Ironbark Lookout,https://store.steampowered.com/app/2506160/Fears_to_Fathom__Ironbark_Lookout/?snr=1_7_7_240_150_7,"Horror, Psychological Horror, Atmospheric, Narrative, Exploration, Thriller, Adventure, Episodic, First-Person, Walking Simulator, Cinematic, Realistic, Story Rich, Crime, Singleplayer, Driving, Casual, Psychological, Conversation, 3D","Jack Nelson, a 24-year-old fire lookout, transferred to a new outpost. As he settled into his new home, he couldn't shake the feeling that something was off, little did he know what was transpiring down in Ironbark State Park."
BONEWORKS,https://store.steampowered.com/app/823500/BONEWORKS/?snr=1_7_7_240_150_7,"VR, Physics, Action, Sandbox, Shooter, Singleplayer, Great Soundtrack, Adventure, Puzzle, First-Person, Realistic, Simulation, FPS, Violent, Indie, Horror, Parkour, Sci-fi, Gore, Funny","BONEWORKS is an Experimental Physics VR Adventure. Use found physics weapons, tools, and objects to fight across dangerous playscapes and mysterious architecture."
Kugayama Shiori's Death Diary,https://store.steampowered.com/app/4141950/Kugayama_Shioris_Death_Diary/?snr=1_7_7_240_150_7,"Adventure, Casual, Visual Novel, 2D Platformer, Choose Your Own Adventure, 2D, Text-Based, Cinematic, Dark Comedy, Drama, Horror, Gore, Violent, Mystery, Story Rich, Choices Matter, Singleplayer","A mystery visual novel where horror meets occult comedy. Follow Kugayama Shiori, a ghost who casually dies over and over as she searches for her cause of death and the regrets that bind her to this world. Her investigation will eventually lead to a single incident—and the truth behind her demise."
STEINS;GATE,https://store.steampowered.com/app/412830/STEINSGATE/?snr=1_7_7_240_150_7,"Visual Novel, Story Rich, Anime, Time Travel, Sci-fi, Great Soundtrack, Multiple Endings, Choices Matter, Singleplayer, Science, Atmospheric, Adventure, Romance, Mystery, Psychological Horror, Thriller, Memes, Dating Sim, Horror, Casual","Developed by 5pb. and Nitroplus, STEINS;GATE was awarded Famitsu magazine's coveted annual Game of Excellence award and was voted one of the most emotionally charged “tear-inducing games” ever made, in a Famitsu poll.　It is a gripping and moving Visual Novel, which has already spawned manga and anime adaptations."
Homicipher,https://store.steampowered.com/app/2302660/Homicipher/?snr=1_7_7_240_150_7,"Otome, Horror, Visual Novel, Female Protagonist, Atmospheric, Text-Based, Multiple Endings, Choose Your Own Adventure, Word Game, Choices Matter, Conversation, Singleplayer, Interactive Fiction, First-Person, Dark, Exploration, Thriller, Hand-drawn, Adventure, Typing","Homicipher is a language deciphering and exploration ADV based on the concept of ""romance with horror men."" The protagonist, who has wandered into another world, interacts with non-human beings to decipher their language while striving to escape."
That's not my Neighbor,https://store.steampowered.com/app/3431040/Thats_not_my_Neighbor/?snr=1_7_7_240_150_7,"Casual, Adventure, Point & Click, Choices Matter, Horror, Indie, Simulation, Multiple Endings, 2D, Arcade, Thriller, Singleplayer, Clicker, First-Person, Cartoony, Character Customization, Psychological Horror, Puzzle","It's 1955, and for unknown reasons, doppelgangers are more common than usual. Therefore, the Department of Doppelganger Detection (D.D.D.) has taken action. You are the doorman of an apartment complex, and you must decide whether to let in those who claim to be your neighbors."
"I Have No Mouth, and I Must Scream",https://store.steampowered.com/app/245390/I_Have_No_Mouth_and_I_Must_Scream/?snr=1_7_7_240_150_7,"Point & Click, Adventure, Horror, Retro, Classic, Based On A Novel, Psychological Horror, 1990's, Story Rich, Cult Classic, Singleplayer, Dark, Post-apocalyptic, Surreal, Sci-fi, 2D, Puzzle, Great Soundtrack, Cyberpunk, Funny","The adventure plunges you into the tortured and hidden past of five humans. Delve into their darkest fears. Outwit the Master Computer AM in a game of psychological warfare. Disturbing, compelling. An adventure you won't easily forget !!"
Emissary Zero,https://store.steampowered.com/app/3176060/Emissary_Zero/?snr=1_7_7_240_150_7,"Horror, Multiplayer, Online Co-Op, Psychological Horror, Co-op, Survival Horror, First-Person, Escape Room, Exploration, Adventure, Puzzle, Action, Survival, Singleplayer, Hidden Object, Stealth, Dark, Cinematic, Action-Adventure, Dungeon Crawler",Co-op horror (1-4 players). You are sent to explore a mysterious building at night. Find the Moon and try to return alive.
Corner Shop: NightShift,https://store.steampowered.com/app/3306990/Corner_Shop_NightShift/?snr=1_7_7_240_150_7,"Exploration, Time Management, Immersive Sim, Shop Keeper, Life Sim, Horror, 3D, First-Person, Psychological Horror, Choices Matter, Multiple Endings, Narration, Story Rich, Simulation, Realistic, Thriller, Atmospheric, Adventure, Dark, Survival Horror","Take a night shift job in a place that runs on habit, not purpose. Restock shelves, take deliveries, clean the mess, and try to make it till morning. Not everything feels right and you’re never quite alone. Something waits in the dark."
Unknown,https://store.steampowered.com/app/4249140/Dino_Crisis_2/?snr=1_7_7_240_150_7,,No description
Five Nights at Freddy's 3,https://store.steampowered.com/app/354140/Five_Nights_at_Freddys_3/?snr=1_7_7_240_150_7,"Horror, Singleplayer, Survival Horror, Robots, First-Person, Psychological Horror, Difficult, Indie, Survival, Strategy, Point & Click, Dark, Atmospheric, Mystery, Action, Simulation, 3D Vision, Jump Scare, Great Soundtrack, 2D","Thirty years after Freddy Fazbear's Pizza closed it's doors, the events that took place there have become nothing more than a rumor and a childhood memory, but the owners of ""Fazbear's Fright: The Horror Attraction"" are determined to revive the legend and make the experience as authentic as possible for patrons, going to great l"
CARRION,https://store.steampowered.com/app/953490/CARRION/?snr=1_7_7_240_150_7,"Villain Protagonist, Gore, Pixel Graphics, Action, Horror, Metroidvania, Indie, Violent, 2D, Adventure, Singleplayer, Blood, Puzzle, Physics, Lovecraftian, Sci-fi, Platformer, Mature, Atmospheric, Great Soundtrack","CARRION is a reverse horror game in which you assume the role of an amorphous creature of unknown origins, stalking and consuming those that imprisoned you."
Wasteland Bites,https://store.steampowered.com/app/3748640/Wasteland_Bites/?snr=1_7_7_240_150_7,"Horror, Cooking, Simulation, Time Management, Post-apocalyptic, Jump Scare, Point & Click, Survival Horror, First-Person, Resource Management, Psychological Horror, Adventure, 2.5D, Shop Keeper, Dark Comedy, Management, Stylized, Singleplayer, Life Sim, Exploration","Wasteland Bites is a horror-based food truck sim. Cooking up questionable cuisine in your post-apocalyptic food truck is tough. Fending off mutants, UFOs, rabid dogs, and things lurking in the dark? That's the real challenge. A chaotic mix of cooking and survival in a long gone world."
Obscure II (Obscure: The Aftermath),https://store.steampowered.com/app/254480/Obscure_II_Obscure_The_Aftermath/?snr=1_7_7_240_150_7,"Horror, Survival Horror, Local Co-Op, Action, Co-op, Adventure, Third Person, Survival, Singleplayer, Atmospheric, Zombies, Multiplayer, Great Soundtrack, Puzzle, Online Co-Op, Gore, Classic","Two years ago, a group of young teenagers found themselves trapped inside their school. They suffered through the longest night of their lives, chased by abominable creatures created by their principal. Some of them survived that terrible night, while others perished."
Moros Protocol,https://store.steampowered.com/app/1605250/Moros_Protocol/?snr=1_7_7_240_150_8,"FPS, Boomer Shooter, Roguelite, Shooter, Souls-like, Action, Horror, Strategy, Procedural Generation, Pixel Graphics, Stylized, Space, Sci-fi, War, Retro, Co-op, Combat, Online Co-Op, Multiplayer, Singleplayer","Face the darkness in Moros Protocol, a pixel-painted sci-fi FPS roguelite. Survive the nightmare alone or with allies as you navigate the decaying warship, stalked by horrors and guided by a voice you don’t recognize. Adapt, upgrade, and push forward. You may be outnumbered, but not outmatched."
Forgive Me Father 2,https://store.steampowered.com/app/2272250/Forgive_Me_Father_2/?snr=1_7_7_240_150_8,"FPS, Lovecraftian, Boomer Shooter, First-Person, Action, Comic Book, Atmospheric, Singleplayer, Shooter, 3D, Horror, Retro, Combat, Stylized, Dark, Violent, Story Rich, Fast-Paced, Faith, Adventure","Embark on a journey into the darkest nightmares to restore your sanity. Blast your way through hordes of possessed enemies, unlock an arsenal of deadly weapons and unearthly abilities, and get ready to face even more Lovecraftian madness in this action-packed FPS sequel."
Amnesia: The Bunker,https://store.steampowered.com/app/1944430/Amnesia_The_Bunker/?snr=1_7_7_240_150_8,"Horror, Survival Horror, Atmospheric, Immersive Sim, Stealth, First-Person, Singleplayer, Survival, Difficult, Action, Resource Management, Action-Adventure, Exploration, Psychological Horror, FPS, Open World, Story Rich, Sandbox, Adventure, Supernatural","Amnesia: The Bunker is a first-person horror game set in a WW1 bunker. A relentless, AI-driven monster stalks you. Survival depends on finding tools, crafting items, and keeping the lights on."
The Walking Dead: Saints & Sinners,https://store.steampowered.com/app/916840/The_Walking_Dead_Saints__Sinners/?snr=1_7_7_240_150_8,"VR, Zombies, Action, Gore, Adventure, Horror, Survival Horror, Shooter, Survival, Violent, Singleplayer, RPG, Choices Matter, Indie, Simulation, Strategy, Open World, First-Person, Multiplayer, FPS","Saints & Sinners is a game unlike any other in The Walking Dead universe. Every challenge you face and decision you make is driven by YOU. Fight the undead, scavenge through the flooded ruins of New Orleans, and face gut-wrenching choices for you and the other survivors. Live The Walking Dead."
Unknown,https://store.steampowered.com/app/246580/The_Typing_of_The_Dead_Overkill/?snr=1_7_7_240_150_8,"Gore, Mature",No description
The Last Faith,https://store.steampowered.com/app/1274600/The_Last_Faith/?snr=1_7_7_240_150_8,"Metroidvania, Souls-like, Pixel Graphics, Dark Fantasy, Violent, Gore, Gothic, 2D, Action, Vampire, Indie, Platformer, Difficult, Blood, Horror, Singleplayer, Adventure, Side Scroller, Dark, Controller","Dive into the latest evolution of The Last Faith: a dark and gothic fusion of metroidvania and soulslike. Engage in merciless and precise combat with a huge range of weapons, firearms, and custom executions. Let nothing stand in the way of your journey to salvation."
Unknown,https://store.steampowered.com/app/1089270/Dead_by_Daylight__Ghost_Face/?snr=1_7_7_240_150_8,,No description
FAITH: The Unholy Trinity,https://store.steampowered.com/app/1179080/FAITH_The_Unholy_Trinity/?snr=1_7_7_240_150_8,"Horror, Pixel Graphics, Psychological Horror, Indie, Retro, Story Rich, Dark, Atmospheric, Gore, Violent, Adventure, Blood, Survival Horror, Great Soundtrack, Faith, Lovecraftian, Puzzle, Classic, Animation & Modeling, Alternate History","What you are about to do has not been approved by the Vatican. As a young priest, struggle against demons, cultists, and your own weakening faith in this pixel horror game inspired by the era of classic 8-bit gaming and the ""Satanic Panic"" of the 1980s."
60 Seconds! Reatomized,https://store.steampowered.com/app/1012880/60_Seconds_Reatomized/?snr=1_7_7_240_150_8,"2D, Choose Your Own Adventure, Dark Humor, Turn-Based Tactics, Strategy, Outbreak Sim, Exploration, Immersive Sim, Point & Click, Text-Based, Difficult, Post-apocalyptic, Survival, Life Sim, Management, Wrestling, Dark Comedy, 3D, Funny, Horror","The post-apocalyptic dark comedy is back - remastered and even more radioactive than before! Scavenge supplies, rescue your family, and stay alive in your fallout shelter. Make difficult decisions, hunt mutant roaches... and maybe survive. Or not."
ZEPHON,https://store.steampowered.com/app/1481170/ZEPHON/?snr=1_7_7_240_150_8,"Strategy, Turn-Based, 4X, Tactical, Multiplayer, Lovecraftian, Sandbox, Co-op, Sci-fi, Procedural Generation, Turn-Based Strategy, RPG, Turn-Based Combat, Grand Strategy, Post-apocalyptic, Turn-Based Tactics, Horror, Cyberpunk, Base Building, PvP","From the developers of Warhammer 40,000: Gladius, ZEPHON is a post-apocalyptic 4X strategy game built on Proxy’s unique tactical combat system. Guide survivors through a turbulent future, navigating unexpected disasters, eldritch horror and cyberpunk monstrosities. What will you do to survive?"
Dreamcore,https://store.steampowered.com/app/2453060/Dreamcore/?snr=1_7_7_240_150_8,"Exploration, Walking Simulator, Psychological Horror, First-Person, 3D, Surreal, Horror, Nonlinear, Relaxing, Realistic, Underwater, Atmospheric, Minimalist, Investigation, Mystery, Singleplayer, Adventure, Indie, Dark, Escape Room","Experience liminal spaces like never before. Dreamcore is the ultimate psychological exploration game, set in the largest liminal world ever made. No guides, no path—only intuition. Will you keep your bearings in a world designed to make you lose them?"
Folklore Hunter,https://store.steampowered.com/app/696220/Folklore_Hunter/?snr=1_7_7_240_150_8,"Horror, Multiplayer, Survival Horror, Online Co-Op, Psychological Horror, Violent, Early Access, Mythology, Hunting, FPS, Atmospheric, Story Rich, Action, Co-op, First-Person, Survival, Open World, Supernatural, Action-Adventure, Shooter","You’re a world-renowned hunter of supernatural beasts. Track down urban legends from all over the world, set traps, solve disturbing puzzles, and defeat the beasts before you succumb to their otherworldly presence."
Bendy and the Dark Revival,https://store.steampowered.com/app/1063660/Bendy_and_the_Dark_Revival/?snr=1_7_7_240_150_8,"Horror, Singleplayer, Action, First-Person, Survival Horror, Adventure, Indie, Cartoony, Story Rich, Dark, Puzzle, Survival, Stealth, Action-Adventure, Sequel, Combat, Atmospheric, Strategy, Great Soundtrack, Casual","Bendy and the Dark Revival® is a first-person survival horror game set in the creepiest cartoon studio to ever exist. Discover the truth. Escape the studio. Above all, fear the Ink Demon…and survive."
HELLMART,https://store.steampowered.com/app/3762550/HELLMART/?snr=1_7_7_240_150_8,"Horror, Simulation, Life Sim, Exploration, Choices Matter, Immersive Sim, 3D, First-Person, Realistic, Atmospheric, Dark, Supernatural, Surreal, Adventure, Indie, Psychological Horror, Singleplayer, Survival Horror, Mystery, Multiple Endings",Supermarket simulator meets horror. You’re a clerk at a 24-hour convenience store. During the day - serve customers and hit your sales goals. At night - beware of strange clients. Try to survive 7 days in the Far North.
Five Nights at Freddy's: Sister Location,https://store.steampowered.com/app/506610/Five_Nights_at_Freddys_Sister_Location/?snr=1_7_7_240_150_8,"Horror, Survival Horror, Singleplayer, Robots, First-Person, Dark, Difficult, Survival, Strategy, Indie, Story Rich, Mystery, Psychological Horror, Atmospheric, Simulation, Lore-Rich, Memes, Funny, Adventure, Gore","Welcome to Circus Baby's Pizza World, where family fun and interactivity go beyond anything you've seen at those *other* pizza places! Now hiring: Late night technician. Must enjoy cramped spaces and be comfortable around active machinery. Not responsible for death or dismemberment."
Unknown,https://store.steampowered.com/app/414340/Hellblade_Senuas_Sacrifice/?snr=1_7_7_240_150_8,"Violent, Realistic, Blood",No description
Total Chaos,https://store.steampowered.com/app/2208350/Total_Chaos/?snr=1_7_7_240_150_8,"Action, Psychological Horror, Adventure, Horror, Atmospheric, Action-Adventure, Exploration, FPS, First-Person, Realistic, Crafting, Dark, Loot, Mystery, Psychological, Supernatural, Surreal, Post-apocalyptic, Action RPG, 3D","Fort Oasis is no paradise—it's a decaying nightmare where reality crumbles. The creator of Turbo Overkill unleashes survival-horror stacked with mysteries and monstrosities. Scavenge to craft weapons, while a voice on your walkie-talkie guides you into the island's depths."
Inside the Backrooms,https://store.steampowered.com/app/1987080/Inside_the_Backrooms/?snr=1_7_7_240_150_8,"Horror, Multiplayer, Survival Horror, Puzzle, Psychological Horror, Co-op, Online Co-Op, Adventure, Exploration, First-Person, Atmospheric, FPS, 3D, Dark, Mystery, VR, Sci-fi, Story Rich, PvE, Early Access","Inside the Backrooms is a horror multiplayer game mixed with different mechanics that will make you spend an intense night with friends. Explore, think, interact, but be careful, it is rumored that there are several entities wishing to find you..."
Unknown,https://store.steampowered.com/app/268050/The_Evil_Within/?snr=1_7_7_240_150_8,Gore,No description
Pathologic 3,https://store.steampowered.com/app/3199650/Pathologic_3/?snr=1_7_7_240_150_8,"Psychological Horror, Horror, Story Rich, Atmospheric, Survival Horror, Psychological, Remake, RPG, Choices Matter, First-Person, Adventure, Surreal, Simulation, Immersive Sim, Detective, Dystopian, Survival, Lovecraftian, Difficult, Open World","In this psychological horror game, you are a doctor with only 12 days to save a town from a mysterious plague. Make ruthless decisions and diagnose with precision. Shape the town's future and rewrite the past. Hold yourself together while it all falls apart."
Zero Escape: The Nonary Games,https://store.steampowered.com/app/477740/Zero_Escape_The_Nonary_Games/?snr=1_7_7_240_150_8,"Visual Novel, Story Rich, Puzzle, Mystery, Choices Matter, Multiple Endings, Psychological Horror, Anime, Adventure, Escape Room, Sci-fi, Atmospheric, Great Soundtrack, Singleplayer, Point & Click, Horror, Gore, Detective, Violent, Time Travel","Kidnapped and taken to an unfamiliar location, nine people find themselves forced to participate in a diabolical Nonary Game by an enigmatic mastermind called Zero. Why were they there? Why were they chosen to put their lives on the line? And more importantly, who can be trusted?"
Zombie Army 4: Dead War,https://store.steampowered.com/app/694280/Zombie_Army_4_Dead_War/?snr=1_7_7_240_150_8,"Zombies, Action, Shooter, Multiplayer, Co-op, Third-Person Shooter, Singleplayer, Third Person, Gore, Adventure, Horror, Sniper, PvE, World War II, Violent, Alternate History, Combat, Dark, Demons, Open World","Hitler’s hordes are back for more in this spine-chilling shooter from the makers of Sniper Elite 4! Abominable occult enemies, epic weapons and a harrowing new campaign for 1-4 players await in 1940s Europe, as you fight to save humankind from undead Armageddon!"
The Complex: Expedition,https://store.steampowered.com/app/2172260/The_Complex_Expedition/?snr=1_7_7_240_150_8,"Horror, Exploration, Realistic, Singleplayer, Psychological Horror, Story Rich, Action, Mystery, Adventure, Cinematic, Simulation, Immersive Sim, First-Person, 3D, 1990's, Atmospheric, Thriller, Open World, Walking Simulator, Multiplayer","When a routine expedition into The Complex goes horribly wrong, you're left alone and lost, wandering the seemingly infinite maze of hallways, otherwise known as the Backrooms. Might there be something following you?"
Iron Lung,https://store.steampowered.com/app/1846170/Iron_Lung/?snr=1_7_7_240_150_8,"Horror, Atmospheric, Psychological Horror, Submarine, Underwater, Indie, Short, Pixel Graphics, Minimalist, First-Person, Adventure, Sci-fi, Abstract, 3D, Exploration, Walking Simulator, Dark, Mystery, Dystopian, Surreal",A short horror game where you pilot a tiny submarine through an ocean of blood on an alien moon.
Dawn Break,https://store.steampowered.com/app/3470610/Dawn_Break/?snr=1_7_7_240_150_8,"Female Protagonist, Action, Sexual Content, Third-Person Shooter, Nudity, RPG, Zombies, Adventure, Sci-fi, 3D, Indie, Shooter, Combat, Singleplayer, Drama, Gore, Violent, Horror, Third Person, Mature","In 2039, tsunamis of varying degrees occurred all over the world, and multiple small black holes inexplicably appeared in the sky, ruthlessly devouring the world. At first, scientists believed that this phenomenon was a common natural disaster, until one day, a test report shocked the world."
FEROCIOUS,https://store.steampowered.com/app/1645630/FEROCIOUS/?snr=1_7_7_240_150_8,"Military, Dinosaurs, Singleplayer, Survival, Action, FPS, Exploration, Shooter, Atmospheric, Action-Adventure, 3D, First-Person, Lore-Rich, Nature, Adventure, Realistic, Tactical, Stealth, Horror, Sandbox","Immerse yourself in a survival FPS adventure. Stranded on a dangerous island, face mercenaries, dinosaurs, and a vibrant yet hostile ecosystem. Explore breathtaking environments and survive the onslaught of intense, fast-paced encounters."
The Song of Saya,https://store.steampowered.com/app/702050/The_Song_of_Saya/?snr=1_7_7_240_150_8,"Visual Novel, Psychological Horror, Gore, Sexual Content, Lovecraftian, Horror, Nudity, Romance, Story Rich, Anime, Dark, Great Soundtrack, Multiple Endings, Atmospheric, Cute, Adventure, Cult Classic, Singleplayer, Hentai, Simulation","Bear witness to a love that will change the world, in this classic horror romance visual novel from acclaimed writer Urobuchi Gen."
Phoenix Point,https://store.steampowered.com/app/839770/Phoenix_Point/?snr=1_7_7_240_150_8,"Tactical, Turn-Based Strategy, Grand Strategy, RPG, Strategy, Procedural Generation, Third-Person Shooter, Perma Death, PvE, Aliens, Character Customization, Post-apocalyptic, Third Person, Isometric, Horror, First-Person, Tutorial, Tactical RPG, Transhumanism, 3D","The acclaimed strategy game from the creator of X-COM. Fight tactical battles on procedural maps against a foe that adapts to your tactics. Manage diplomacy and economy on a global scale. Research, explore, overcome. Now includes Steam Workshop support for mods!"
LISA: The Painful,https://store.steampowered.com/app/335670/LISA_The_Painful/?snr=1_7_7_240_150_8,"Dark Humor, RPG, Story Rich, Post-apocalyptic, RPGMaker, Psychological Horror, Indie, Choices Matter, Pixel Graphics, Dark, Party-Based RPG, JRPG, Adventure, Singleplayer, 2D, Funny, Horror, Atmospheric, Comedy, Side Scroller",The miserable journey of a broken man...
Obenseuer,https://store.steampowered.com/app/951240/Obenseuer/?snr=1_7_7_240_150_8,"Indie, Survival, RPG, Life Sim, Early Access, Management, Dystopian, Strategy RPG, Adventure, Building, Mystery, Open World, Hidden Object, Singleplayer, Investigation, Resource Management, Horror, Controller, Narration, 3D","Obenseuer is an urban survival RPG game, where you become a property manager of a rundown unfinished tenement building, in an isolated quarantine district of Obenseuer. Maintain and upgrade your tenement for rent, uncover the secrets of this infamous district and grow your wealth with your craft."
Fears to Fathom - Woodbury Getaway,https://store.steampowered.com/app/2961530/Fears_to_Fathom__Woodbury_Getaway/?snr=1_7_7_240_150_8,"Psychological Horror, Adventure, Horror, First-Person, Casual, Atmospheric, 1990's, Walking Simulator, Exploration, Crime, Mystery, Singleplayer, Female Protagonist, Conversation, Indie, Driving, Episodic, Fishing, Multiplayer, Co-op","Sydney Harper, a 23-year-old working at a consulting firm plans a weekend getaway to a Woodbury rental with her college friends. Little did she know what was about to unfold during their stay."
Zort,https://store.steampowered.com/app/3121110/Zort/?snr=1_7_7_240_150_8,"Early Access, Horror, Online Co-Op, Co-op, Funny, Psychological Horror, First-Person, PvE, Atmospheric, Action, Realistic, Action-Adventure, Adventure, Cinematic, FPS, 3D, Multiplayer, Linear, Artificial Intelligence, Team-Based","Zort is an action, adventure, and horror game that can be played with up to 4 people. Explore maps with your friends and have fun while escaping from various creatures. Experience a realistic horror experience with in-game voice chat with your friends!"
Unknown,https://store.steampowered.com/app/893180/Catherine_Classic/?snr=1_7_7_240_150_8,,No description
Unknown,https://store.steampowered.com/app/362680/Fran_Bow/?snr=1_7_7_240_150_8,,No description
Nine-Ball Roulette,https://store.steampowered.com/app/3376250/NineBall_Roulette/?snr=1_7_7_240_150_8,"Multiplayer, Pool, Dark, Horror, Simulation, Online Co-Op, Casual, PvP, Tabletop, 3D, Co-op, Funny, Indie, First-Person, Gambling, Sports, FPS, Gore, RPG, Early Access",This will be the most thrilling pool game you have ever played. Join up to 3 of your friends in this exciting pool roulette game! Eliminate each other with pool until only one person is left.
Hell Clock,https://store.steampowered.com/app/1782460/Hell_Clock/?snr=1_7_7_240_150_8,"Action RPG, Stylized, Hack and Slash, Roguelike, Dark Fantasy, Dungeon Crawler, Action Roguelike, Loot, Alternate History, Perma Death, RPG, Action, 3D, Isometric, Horror, Story Rich, Singleplayer, Historical, Hand-drawn, Roguelite",Forge powerful builds with endless loot in this relentless combination of Roguelike and ARPG. Blast through dungeons and unleash inhuman powers in a dark fantasy twist on Brazil’s War of Canudos.
CONSCRIPT: Director’s Cut,https://store.steampowered.com/app/1286990/CONSCRIPT_Directors_Cut/?snr=1_7_7_240_150_8,"Survival Horror, World War I, Horror, Pixel Graphics, Atmospheric, Isometric, Top-Down, Inventory Management, Psychological Horror, Historical, Action-Adventure, War, Military, Multiple Endings, Dark, Alternate History, Survival, 2D, Exploration, Adventure","During the First World War, a lone French soldier must navigate twisted trenches, scavenge for limited supplies and solve complex puzzles—all whilst fighting for survival in the midst of mankind’s most brutal and horrifying conflict. CONSCRIPT is a new historical take on classic survival horror."
The Past Within,https://store.steampowered.com/app/1515210/The_Past_Within/?snr=1_7_7_240_150_8,"Co-op, Puzzle, Online Co-Op, Multiplayer, Escape Room, Horror, Mystery, Point & Click, Adventure, Indie, Psychological Horror, Local Co-Op, Story Rich, Atmospheric, Asynchronous Multiplayer, Local Multiplayer, Thriller, 2D, Surreal, 3D","The Past Within is the new co-op experience from Rusty Lake! Play together with someone you deem trustworthy: one in The Past, the other in The Future. Observe and communicate what you see around you. Solve the puzzles and uncover Albert Vanderboom’s plan."
Lunacid,https://store.steampowered.com/app/1745510/Lunacid/?snr=1_7_7_240_150_8,"Dungeon Crawler, Dark Fantasy, First-Person, RPG, Retro, Atmospheric, Souls-like, Action RPG, Singleplayer, Indie, Horror, Metroidvania, 3D, Stylized, Open World, Combat, PvE, Violent, Gore, Great Soundtrack","Cast into the Great Well, unwanted by the world above. You delve the dark in search of the Old One, your last salvation. Lunacid is a dark fantasy dungeon crawler inspired by Shadow Tower and King’s Field."
Dark Deception,https://store.steampowered.com/app/332950/Dark_Deception/?snr=1_7_7_240_150_8,"Horror, Free to Play, Multiplayer, Singleplayer, First-Person, Psychological Horror, Runner, Survival Horror, Indie, Action, Survival, Dark Humor, Adventure, Story Rich, Arcade, RPG, Multiple Endings, Cinematic, Dark, Difficult","Death awaits you in Dark Deception, a story-driven first-person horror maze game. There's nowhere to hide & nowhere to catch your breath. Run or die - it's your choice. Trapped in a realm of nightmarish mazes with a mysterious woman, your only hope of survival is to find a way to escape."
Five Nights at Freddy's: Into the Pit,https://store.steampowered.com/app/2638370/Five_Nights_at_Freddys_Into_the_Pit/?snr=1_7_7_240_150_8,"Horror, Pixel Graphics, Adventure, 2D, Singleplayer, Exploration, 1980s, Time Travel, Multiple Endings, Action, Indie, Point & Click, Dark, Alternate History, Atmospheric, Survival Horror, LGBTQ+, 1990's, Side Scroller, Psychological Horror","Survive five nights of terror in this chilling adventure game. Travel between time periods to solve puzzles, gather clues, and outrun the threat relentlessly pursuing you. Move swiftly and stay hidden, and you may just survive. But be careful—it's not just your own life that’s on the line this time."
