title,steam_url,tags,description
Metro Exodus,https://store.steampowered.com/app/412020/Metro_Exodus/?snr=1_7_7_240_150_2,"Post-apocalyptic, FPS, Singleplayer, Open World, Story Rich, Atmospheric, Action, First-Person, Horror, Survival, Shooter, Adventure, Stealth, Exploration, Survival Horror, Great Soundtrack, Violent, Gore, Multiplayer, Psychological Horror","Flee the shattered ruins of the Moscow Metro and embark on an epic, continent-spanning journey across the post-apocalyptic Russian wilderness. Explore vast, non-linear levels, lose yourself in an immersive, sandbox survival experience, and follow a thrilling story-line that spans an entire year in the greatest Metro adventure yet."
Little Nightmares,https://store.steampowered.com/app/424840/Little_Nightmares/?snr=1_7_7_240_150_2,"Horror, Atmospheric, Adventure, Singleplayer, Puzzle Platformer, Dark, Puzzle, Indie, Story Rich, Stealth, Psychological Horror, Platformer, Great Soundtrack, 2.5D, Survival Horror, Third Person, Female Protagonist, Multiplayer, Short, Action","Take on the role of Six, a lone child lost in a massive metal vessel known as the Maw, surrounded by dangerous, distorted versions of adults. You’ll need to do your best to escape in one piece or your fate will be worse than you ever dared dream."
The Binding of Isaac: Repentance,https://store.steampowered.com/app/1426300/The_Binding_of_Isaac_Repentance/?snr=1_7_7_240_150_2,"Action, Adventure, RPG, Roguelike, Difficult, Replay Value, Action Roguelike, Indie, Gore, Pixel Graphics, Multiplayer, Singleplayer, Dungeon Crawler, 2D, Roguelite, Great Soundtrack, Dark, Procedural Generation, Atmospheric, Horror",No description
Unknown,https://store.steampowered.com/app/221040/Resident_Evil_6/?snr=1_7_7_240_150_2,Gore,No description
Cronos: The New Dawn,https://store.steampowered.com/app/2101960/Cronos_The_New_Dawn/?snr=1_7_7_240_150_2,"Survival Horror, Horror, Sci-fi, Third-Person Shooter, Combat, Difficult, Post-apocalyptic, Atmospheric, Story Rich, Action, Time Travel, Singleplayer, Action-Adventure, Crafting, Gore, Dark, Futuristic, Third Person, Resource Management, Dystopian","A whole new breed of survival horror emerges with Cronos: The New Dawn. Survive the brutal wastelands of the future, fight nightmarish merging creatures and jump back in time to harvest souls as you seek to uncover the origins of the apocalypse that wiped out humanity."
Liar's Bar,https://store.steampowered.com/app/3097560/Liars_Bar/?snr=1_7_7_240_150_2,"Multiplayer, Casual, PvP, Online Co-Op, Co-op, Indie, Funny, FPS, 3D, First-Person, Tabletop, Dark, Puzzle, Board Game, Strategy, Horror, VR, Gore, Early Access, Simulation","Dive into this multiplayer online experience set in a sketchy bar where the games are as dangerous as the patrons. Join a table of 4 and test your skills in Liar's Dice and Liar's Deck, where lying and bluffing are key to victory. Ready for a night at Liar's Bar?"
Unknown,https://store.steampowered.com/app/934700/Dead_Island_2/?snr=1_7_7_240_150_2,,No description
Little Nightmares II,https://store.steampowered.com/app/860510/Little_Nightmares_II/?snr=1_7_7_240_150_2,"Horror, Adventure, Singleplayer, Puzzle, Dark, Atmospheric, Psychological Horror, Story Rich, Multiplayer, Stealth, Puzzle Platformer, Action-Adventure, Indie, Platformer, Great Soundtrack, Co-op, 2.5D, Thriller, Action, Violent",Little Nightmares II is the second game in a series that has thrilled and captivated millions of players worldwide since 2017. Now it’s your turn to try to survive this critically acclaimed entry in the most charming horror series ever made.
STALCRAFT: X,https://store.steampowered.com/app/1818450/STALCRAFT_X/?snr=1_7_7_240_150_2,"Free to Play, Multiplayer, MMORPG, FPS, Shooter, Adventure, Action, First-Person, Looter Shooter, Horror, Atmospheric, Massively Multiplayer, PvP, Combat, RPG, PvE, Story Rich, Tactical, Team-Based, Alternate History",STALCRAFT: X is the largest open-world online game in the Chernobyl Exclusion Zone. Explore the world full of mutants and anomalies alone or with friends — unforgettable emotions guaranteed.
Unknown,https://store.steampowered.com/app/239140/Dying_Light/?snr=1_7_7_240_150_2,Gore,No description
Unknown,https://store.steampowered.com/app/1259420/Days_Gone/?snr=1_7_7_240_150_2,"Violent, Gore",No description
Species: Unknown,https://store.steampowered.com/app/2747330/Species_Unknown/?snr=1_7_7_240_150_2,"Early Access, Horror, Online Co-Op, First-Person, Atmospheric, Aliens, Survival Horror, Multiplayer, Stealth, Exploration, PvE, Investigation, Sci-fi, FPS, Shooter, 3D, Psychological Horror, Action, Indie, Realistic",Species: Unknown is a 1 to 4 players co-op survival horror. Complete high-risk missions aboard an abandoned ship while being hunted by an unknown creature. Survive and upgrade your gear to face each new threat that lurks in the dark.
"No, I'm not a Human",https://store.steampowered.com/app/3180070/No_Im_not_a_Human/?snr=1_7_7_240_150_2,"Horror, Psychological Horror, Choices Matter, Indie, Singleplayer, Story Rich, Atmospheric, Multiple Endings, Dark, First-Person, Psychological, Gore, Mystery, Thriller, Retro, Narrative, Simulation, Casual, Psychedelic, Outbreak Sim",WARNING. Stay inside. Lock your doors. Close the blinds. Only let humans in. Eliminate all Visitors. An anxiety horror about paranoia in the End of Times.
GONE Fishing,https://store.steampowered.com/app/3645890/GONE_Fishing/?snr=1_7_7_240_150_2,"Action, Adventure, Horror, Multiplayer, Fishing, First-Person, 3D, Online Co-Op, Co-op, Atmospheric, Dark, Survival Horror, Indie, Nature, Early Access, Singleplayer","GONE Fishing is a 1-8 player survival horror game where you and your friends must work together to stay alive, by fishing. The only way to survive is to keep feeding the lake’s insatiable hunger before it feeds on you. Can you satisfy the hunger... or will you become the next offering?"
Unknown,https://store.steampowered.com/app/2523720/Gears_of_War_Reloaded/?snr=1_7_7_240_150_2,,No description
MISERY,https://store.steampowered.com/app/2119830/MISERY/?snr=1_7_7_240_150_2,"Survival, Online Co-Op, Post-apocalyptic, Multiplayer, Horror, Open World, Co-op, Survival Horror, PvE, Crafting, Open World Survival Craft, Exploration, Base Building, Procedural Generation, Building, Action Roguelike, Adventure, Shooter, Atmospheric, Immersive Sim","MISERY is a 1–5 player co-op survival game set in a nuclear disaster zone. Here, every day is a struggle: search radioactive ruins for resources, build your bunker, craft weapons, and explore a weird, procedurally-generated world with your friends. Beware of anomalies, monsters, and armed bandits."
Unknown,https://store.steampowered.com/app/208650/Batman_Arkham_Knight/?snr=1_7_7_240_150_2,Mature,No description
Unknown,https://store.steampowered.com/app/530611/End_of_Zoe/?snr=1_7_7_240_150_2,,No description
My Singing Monsters,https://store.steampowered.com/app/1419170/My_Singing_Monsters/?snr=1_7_7_240_150_2,"Creature Collector, Casual, Simulation, Free to Play, Farming Sim, Colony Sim, Cute, Cartoony, Collectathon, Colorful, Family Friendly, 2.5D, Building, Relaxing, Music, Dragons, Dinosaurs, Nature, Resource Management, Horror","Dive into the Musical World of My Singing Monsters! Breed them, feed them, listen to them sing! Breed & collect a menagerie of Monsters, each a living instrument! Build your paradise across 35+ Islands, customize your world, and enjoy endless music! There's never a dull moment in the Monster World!"
Ready or Not: Dark Waters,https://store.steampowered.com/app/3174120/Ready_or_Not_Dark_Waters/?snr=1_7_7_240_150_2,"Tactical, Realistic, FPS, Shooter, Multiplayer, Co-op, Singleplayer, First-Person, Horror, Action, Violent, Gun Customization, Combat, Crime, Gore, Modern, Atmospheric, America, Co-op Campaign, Psychological Horror",No description
GTFO,https://store.steampowered.com/app/493520/GTFO/?snr=1_7_7_240_150_2,"Online Co-Op, Horror, Co-op, FPS, Multiplayer, Difficult, Shooter, Survival Horror, Action, Stealth, Tactical, Team-Based, Gore, First-Person, Zombies, PvE, Atmospheric, Character Customization, Violent, Replay Value","GTFO is a hardcore cooperative horror shooter that throws you from gripping suspense to explosive action in a heartbeat. Stealth, strategy, and teamwork are necessary to survive in your deadly, underground prison. Work together or die together."
Subliminal,https://store.steampowered.com/app/2300840/Subliminal/?snr=1_7_7_240_150_2,"Realistic, Psychological Horror, Atmospheric, Mystery, Thriller, Singleplayer, Horror, Dungeon Crawler, First-Person, 3D, Multiple Endings, Adventure, Exploration, Surreal, Immersive Sim, Story Rich, Drama, Strategy, Simulation, Investigation","Subliminal is a psychological horror game inspired by the urban legend of The Backrooms. Bleeding edge lighting and rendering, handcrafted open-ended levels, light and perspective-based puzzles, nostalgic spaces, unfamiliar faces, and a rotting feeling that something is not quite right."
Inscryption,https://store.steampowered.com/app/1092790/Inscryption/?snr=1_7_7_240_150_2,"Card Battler, Card Game, Story Rich, Deckbuilding, Horror, Puzzle, Dark, Roguelike, Strategy, Roguelite, Psychological, Surreal, Experimental, First-Person, Point & Click, 3D, 2D, Pixel Graphics, FMV, Adventure","Inscryption is an inky black card-based odyssey that blends the deckbuilding roguelike, escape-room style puzzles, and psychological horror into a blood-laced smoothie. Darker still are the secrets inscrybed upon the cards..."
Unknown,https://store.steampowered.com/app/339340/Resident_Evil_0/?snr=1_7_7_240_150_3,Gore,No description
Ready or Not: Home Invasion,https://store.steampowered.com/app/3015760/Ready_or_Not_Home_Invasion/?snr=1_7_7_240_150_3,"Tactical, Realistic, FPS, Shooter, Multiplayer, Co-op, Singleplayer, First-Person, Action, Horror, Violent, Gun Customization, Combat, Crime, Gore, Modern, Atmospheric, America, Co-op Campaign, Psychological Horror",No description
DEATH STRANDING DIRECTOR'S CUT,https://store.steampowered.com/app/1850570/DEATH_STRANDING_DIRECTORS_CUT/?snr=1_7_7_240_150_3,"Story Rich, Open World, Walking Simulator, Atmospheric, Great Soundtrack, Cinematic, Post-apocalyptic, Adventure, Exploration, Singleplayer, Third Person, Action, Sci-fi, Horror, Action-Adventure, Relaxing, Stealth, Multiplayer, Third-Person Shooter, Combat","From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded in this definitive DIRECTOR’S CUT. As Sam Bridges, your mission is to deliver hope to humanity by connecting the last survivors of a decimated America. Can you reunite the shattered world, one step at a time?"
Gorilla Tag,https://store.steampowered.com/app/1533390/Gorilla_Tag/?snr=1_7_7_240_150_3,"VR, Psychological Horror, Multiplayer, First-Person, Parkour, Funny, Horror, 3D, 3D Platformer, Action, PvP, Nature, Physics, Survival Horror, Casual, Platformer, Moddable, 6DOF, Early Access, Minimalist","Run, jump, and climb using only your hands. Play tag or infection with people online. Run away from the infected players, or outmaneuver the survivors to catch them. Embrace your inner ape."
The Binding of Isaac: Afterbirth,https://store.steampowered.com/app/401920/The_Binding_of_Isaac_Afterbirth/?snr=1_7_7_240_150_3,"Action Roguelike, Replay Value, Difficult, Indie, Great Soundtrack, Dungeon Crawler, Roguelike, Singleplayer, Action, Dark, Adventure, Roguelite, Pixel Graphics, Gore, Survival, Co-op, 2D, Atmospheric, Procedural Generation, Horror",No description
Trepang2,https://store.steampowered.com/app/1164940/Trepang2/?snr=1_7_7_240_150_3,"Shooter, Singleplayer, Gore, FPS, Horror, Violent, Action, First-Person, Bullet Time, Blood, Fast-Paced, Indie, Psychological Horror, Boomer Shooter, Stealth, Atmospheric, Combat, Difficult, Sci-fi, Destruction","Become the ultimate badass in Trepang2: A gory, action-packed FPS set in the near future. Unleash all hell on your enemies, dodge bullets and leave a trail of destruction in this hardcore and frenetic shooter."
Stray,https://store.steampowered.com/app/1332010/Stray/?snr=1_7_7_240_150_3,"Cats, Adventure, Atmospheric, Cyberpunk, Singleplayer, Cute, Exploration, Robots, Puzzle, Beautiful, Third Person, Horror, Sci-fi, Indie, Dystopian, Open World, Mystery, Action, Colorful, Stealth","Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find their way home."
Poppy Playtime - Chapter 3,https://store.steampowered.com/app/2555190/Poppy_Playtime__Chapter_3/?snr=1_7_7_240_150_3,"Adventure, Action, Indie, Horror, Puzzle, Singleplayer, First-Person, Dark, Jump Scare, Survival Horror, 3D, Blood, Psychological Horror, Mystery, Violent, Story Rich, Survival, Atmospheric, Gore, Action-Adventure",No description
Danganronpa: Trigger Happy Havoc,https://store.steampowered.com/app/413410/Danganronpa_Trigger_Happy_Havoc/?snr=1_7_7_240_150_3,"Visual Novel, Anime, Detective, Mystery, Story Rich, Great Soundtrack, Singleplayer, Psychological Horror, Horror, Adventure, Dark Comedy, Dark Humor, Puzzle, Point & Click, Funny, Comedy, Exploration, Survival, Action, Memes","Investigate murders, search for clues and talk to your classmates to prepare for trial. There, you'll engage in deadly wordplay, going back and forth with suspects. Dissect their statements and fire their words back at them to expose their lies! There's only one way to survive—pull the trigger."
Unknown,https://store.steampowered.com/app/1971870/Mortal_Kombat_1/?snr=1_7_7_240_150_3,,No description
Scam Line,https://store.steampowered.com/app/2794590/Scam_Line/?snr=1_7_7_240_150_3,"Multiplayer, Indie, Co-op, PvP, Dark, Funny, Online Co-Op, Casual, Social Deduction, Puzzle, Strategy, Pixel Graphics, Early Access, 3D, First-Person, Horror","Scam Line is a 4–8 player social deception game where your party will face different challenges. Become a liar, a manipulator, a cheater, or find your own path to victory"
